city,admin_name,lat,lng,forecast_date,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code
Cabo Bojador,Laâyoune-Sakia El Hamra,26.1269,-14.4992,2026-09-20,26.3,19.3,0.0,0,26.3,49.0,0
Cabo Bojador,Laâyoune-Sakia El Hamra,26.1269,-14.4992,2026-09-21,28.5,20.4,0.0,6,25.7,47.5,0
Casablanca,Casablanca-Settat,33.5992,-7.62,2026-09-15,28.9,21.7,0.0,0,10.8,31.0,45
Casablanca,Casablanca-Settat,33.5992,-7.62,2026-09-16,26.0,21.1,0.0,0,13.7,35.6,2
Casablanca,Casablanca-Settat,33.5992,-7.62,2026-09-17,25.9,20.3,0.0,0,11.5,32.8,3
Casablanca,Casablanca-Settat,33.5992,-7.62,2026-09-18,25.5,19.4,0.0,3,12.1,34.6,3
Casablanca,Casablanca-Settat,33.5992,-7.62,2026-09-19,26.6,19.4,0.0,2,12.4,33.5,2
Casablanca,Casablanca-Settat,33.5992,-7.62,2026-09-20,31.8,21.9,0.0,3,12.0,31.0,2
Casablanca,Casablanca-Settat,33.5992,-7.62,2026-09-21,30.6,22.1,0.0,0,13.4,34.2,2
Chichaoua,Marrakech-Safi,31.5333,-8.7667,2026-09-15,38.4,25.2,0.0,5,23.9,38.5,2
Chichaoua,Marrakech-Safi,31.5333,-8.7667,2026-09-16,35.1,21.9,0.0,0,23.8,38.5,1
Chichaoua,Marrakech-Safi,31.5333,-8.7667,2026-09-17,29.7,18.5,0.0,0,18.4,32.0,3
Chichaoua,Marrakech-Safi,31.5333,-8.7667,2026-09-18,31.3,18.6,0.0,0,15.0,24.5,3
Chichaoua,Marrakech-Safi,31.5333,-8.7667,2026-09-19,34.8,18.8,0.0,0,16.6,26.3,2
Chichaoua,Marrakech-Safi,31.5333,-8.7667,2026-09-20,36.6,23.1,0.0,3,24.0,40.3,3
Chichaoua,Marrakech-Safi,31.5333,-8.7667,2026-09-21,36.3,24.2,0.0,3,18.3,31.7,2
Demnat,Béni Mellal-Khénifra,31.7311,-7.0361,2026-09-15,33.7,22.6,0.0,5,27.9,52.2,3
Demnat,Béni Mellal-Khénifra,31.7311,-7.0361,2026-09-16,30.1,17.9,0.0,0,17.7,33.1,2
Demnat,Béni Mellal-Khénifra,31.7311,-7.0361,2026-09-17,25.7,15.6,0.0,8,13.9,28.4,45
Demnat,Béni Mellal-Khénifra,31.7311,-7.0361,2026-09-18,27.7,15.7,0.0,8,12.8,24.8,3
Demnat,Béni Mellal-Khénifra,31.7311,-7.0361,2026-09-19,31.9,18.1,0.0,8,15.1,28.4,2
Demnat,Béni Mellal-Khénifra,31.7311,-7.0361,2026-09-20,34.7,22.4,0.0,9,13.5,28.1,3
Demnat,Béni Mellal-Khénifra,31.7311,-7.0361,2026-09-21,32.9,19.4,0.6,10,14.8,32.0,3
Douar Toulal,Fès-Meknès,33.8951,-5.6021,2026-09-15,34.1,21.8,0.0,0,18.1,40.7,2
Douar Toulal,Fès-Meknès,33.8951,-5.6021,2026-09-16,30.7,18.8,0.0,0,17.5,38.2,1
Douar Toulal,Fès-Meknès,33.8951,-5.6021,2026-09-17,28.1,17.7,0.0,0,16.0,36.0,45
Douar Toulal,Fès-Meknès,33.8951,-5.6021,2026-09-18,29.5,16.4,0.0,10,13.9,31.3,3
Douar Toulal,Fès-Meknès,33.8951,-5.6021,2026-09-19,34.3,18.2,0.0,3,11.6,27.0,3
Douar Toulal,Fès-Meknès,33.8951,-5.6021,2026-09-20,37.4,21.9,0.0,0,17.3,32.0,3
Douar Toulal,Fès-Meknès,33.8951,-5.6021,2026-09-21,37.6,22.5,0.0,0,20.1,37.4,2
El Aïoun,Oriental,34.5726,-2.5127,2026-09-15,32.4,16.8,0.0,0,14.0,24.1,3
El Aïoun,Oriental,34.5726,-2.5127,2026-09-16,32.5,15.9,0.0,0,21.3,36.0,0
El Aïoun,Oriental,34.5726,-2.5127,2026-09-17,30.2,16.6,0.3,4,19.0,32.8,3
El Aïoun,Oriental,34.5726,-2.5127,2026-09-18,28.4,18.3,0.0,13,19.9,34.9,45
El Aïoun,Oriental,34.5726,-2.5127,2026-09-19,29.4,17.0,0.0,8,21.3,39.6,3
El Aïoun,Oriental,34.5726,-2.5127,2026-09-20,31.1,18.3,0.0,1,18.9,33.1,45
El Aïoun,Oriental,34.5726,-2.5127,2026-09-21,30.0,16.9,0.0,3,16.2,27.7,45
El Hajeb,Fès-Meknès,33.6928,-5.3711,2026-09-15,32.3,21.9,0.0,0,20.1,42.5,1
El Hajeb,Fès-Meknès,33.6928,-5.3711,2026-09-16,29.0,17.8,0.0,0,19.4,40.3,1
El Hajeb,Fès-Meknès,33.6928,-5.3711,2026-09-17,26.5,15.9,0.0,5,17.4,36.7,3
El Hajeb,Fès-Meknès,33.6928,-5.3711,2026-09-18,26.9,15.9,0.0,15,15.8,33.5,3
El Hajeb,Fès-Meknès,33.6928,-5.3711,2026-09-19,30.6,17.0,0.0,8,20.6,43.6,3
El Hajeb,Fès-Meknès,33.6928,-5.3711,2026-09-20,33.6,22.9,0.0,8,21.7,42.1,3
El Hajeb,Fès-Meknès,33.6928,-5.3711,2026-09-21,34.1,22.3,0.0,8,22.5,43.6,2
El Jadid,Casablanca-Settat,33.2566,-8.5025,2026-09-15,27.2,21.5,0.0,0,16.8,30.6,45
El Jadid,Casablanca-Settat,33.2566,-8.5025,2026-09-16,25.4,21.4,0.0,0,18.7,34.2,2
El Jadid,Casablanca-Settat,33.2566,-8.5025,2026-09-17,25.7,20.3,0.0,0,16.1,28.8,3
El Jadid,Casablanca-Settat,33.2566,-8.5025,2026-09-18,25.3,20.1,0.0,0,17.7,31.7,3
El Jadid,Casablanca-Settat,33.2566,-8.5025,2026-09-19,25.8,19.8,0.0,0,17.5,32.8,2
El Jadid,Casablanca-Settat,33.2566,-8.5025,2026-09-20,29.5,21.9,0.0,0,15.9,31.0,2
El Jadid,Casablanca-Settat,33.2566,-8.5025,2026-09-21,28.5,21.8,0.0,0,13.8,28.4,2
El Kelaa des Srarhna,Marrakech-Safi,32.05,-7.4,2026-09-15,38.1,25.6,0.1,3,18.8,34.2,3
El Kelaa des Srarhna,Marrakech-Safi,32.05,-7.4,2026-09-16,34.4,20.9,0.0,0,19.8,33.8,0
El Kelaa des Srarhna,Marrakech-Safi,32.05,-7.4,2026-09-17,30.2,17.9,0.0,3,15.0,26.6,3
El Kelaa des Srarhna,Marrakech-Safi,32.05,-7.4,2026-09-18,31.3,18.2,0.0,10,13.5,24.5,3
El Kelaa des Srarhna,Marrakech-Safi,32.05,-7.4,2026-09-19,36.0,19.8,0.0,3,18.1,31.0,2
El Kelaa des Srarhna,Marrakech-Safi,32.05,-7.4,2026-09-20,38.6,23.1,0.0,3,11.3,20.2,3
El Kelaa des Srarhna,Marrakech-Safi,32.05,-7.4,2026-09-21,36.5,22.7,0.9,7,12.9,23.4,80
Errachidia,Drâa-Tafilalet,31.9319,-4.4244,2026-09-15,34.7,24.3,0.0,10,11.0,24.5,3
Errachidia,Drâa-Tafilalet,31.9319,-4.4244,2026-09-16,33.4,23.0,0.0,3,16.4,31.3,2
Errachidia,Drâa-Tafilalet,31.9319,-4.4244,2026-09-17,31.7,22.3,0.6,30,13.9,28.8,80
Errachidia,Drâa-Tafilalet,31.9319,-4.4244,2026-09-18,31.8,20.8,0.0,35,12.4,27.0,3
Errachidia,Drâa-Tafilalet,31.9319,-4.4244,2026-09-19,32.1,22.4,0.0,21,11.2,25.9,3
Errachidia,Drâa-Tafilalet,31.9319,-4.4244,2026-09-20,33.1,23.4,0.0,16,13.2,23.8,3
Errachidia,Drâa-Tafilalet,31.9319,-4.4244,2026-09-21,33.7,23.2,0.3,19,11.5,32.0,3
Essaouira,Marrakech-Safi,31.513,-9.7687,2026-09-15,27.5,22.7,0.0,3,24.7,46.8,3
Essaouira,Marrakech-Safi,31.513,-9.7687,2026-09-16,25.5,20.4,0.0,0,36.0,66.6,1
Essaouira,Marrakech-Safi,31.513,-9.7687,2026-09-17,24.3,19.3,0.0,0,27.7,51.5,3
Essaouira,Marrakech-Safi,31.513,-9.7687,2026-09-18,24.5,19.5,0.0,0,30.0,55.4,3
Essaouira,Marrakech-Safi,31.513,-9.7687,2026-09-19,24.9,19.3,0.0,0,29.6,55.4,2
Essaouira,Marrakech-Safi,31.513,-9.7687,2026-09-20,28.0,19.8,0.0,0,14.7,25.9,2
Essaouira,Marrakech-Safi,31.513,-9.7687,2026-09-21,31.7,20.5,0.0,0,9.6,19.1,2
Fnidq,Tanger-Tétouan-Al Hoceïma,35.8414,-5.3587,2026-09-15,27.7,21.3,0.0,0,11.3,22.3,2
Fnidq,Tanger-Tétouan-Al Hoceïma,35.8414,-5.3587,2026-09-16,29.5,20.6,0.0,0,30.6,59.4,1
Fnidq,Tanger-Tétouan-Al Hoceïma,35.8414,-5.3587,2026-09-17,27.4,17.7,0.0,0,13.0,26.6,3
Fnidq,Tanger-Tétouan-Al Hoceïma,35.8414,-5.3587,2026-09-18,24.9,20.8,0.0,8,16.8,33.5,3
Fnidq,Tanger-Tétouan-Al Hoceïma,35.8414,-5.3587,2026-09-19,24.9,22.1,1.5,23,27.6,51.8,80
Fnidq,Tanger-Tétouan-Al Hoceïma,35.8414,-5.3587,2026-09-20,25.7,22.5,1.2,13,32.2,58.3,80
Fnidq,Tanger-Tétouan-Al Hoceïma,35.8414,-5.3587,2026-09-21,25.4,22.1,0.0,0,30.1,53.3,2
Fès,Fès-Meknès,34.0433,-5.0033,2026-09-15,35.1,23.8,0.0,0,14.5,38.2,1
Fès,Fès-Meknès,34.0433,-5.0033,2026-09-16,31.8,21.0,0.0,0,16.7,40.3,1
Fès,Fès-Meknès,34.0433,-5.0033,2026-09-17,29.3,18.9,0.0,0,13.0,34.6,3
Fès,Fès-Meknès,34.0433,-5.0033,2026-09-18,30.9,18.1,0.0,10,9.4,25.2,3
Fès,Fès-Meknès,34.0433,-5.0033,2026-09-19,33.9,20.8,0.0,4,16.3,41.0,3
Fès,Fès-Meknès,34.0433,-5.0033,2026-09-20,36.4,22.5,0.0,3,16.6,40.3,1
Fès,Fès-Meknès,34.0433,-5.0033,2026-09-21,37.6,23.2,0.0,0,10.9,30.6,2
Guelmim,Guelmim-Oued Noun,28.9833,-10.0667,2026-09-15,39.0,25.3,0.0,0,23.5,42.5,0
Guelmim,Guelmim-Oued Noun,28.9833,-10.0667,2026-09-16,36.4,20.9,0.0,0,31.4,51.8,0
Guelmim,Guelmim-Oued Noun,28.9833,-10.0667,2026-09-17,24.9,18.7,0.0,0,29.5,49.3,3
Guelmim,Guelmim-Oued Noun,28.9833,-10.0667,2026-09-18,26.2,17.1,0.0,0,25.3,43.6,2
Guelmim,Guelmim-Oued Noun,28.9833,-10.0667,2026-09-19,28.2,18.2,0.0,0,19.2,36.4,3
Guelmim,Guelmim-Oued Noun,28.9833,-10.0667,2026-09-20,35.5,16.7,0.0,0,14.3,25.9,0
Guelmim,Guelmim-Oued Noun,28.9833,-10.0667,2026-09-21,39.1,23.2,0.0,6,22.3,37.4,0
Guercif,Oriental,34.23,-3.36,2026-09-15,33.8,18.9,0.0,0,23.2,42.8,3
Guercif,Oriental,34.23,-3.36,2026-09-16,34.9,19.1,0.0,0,25.0,44.6,1
Guercif,Oriental,34.23,-3.36,2026-09-17,31.7,20.2,0.0,5,29.7,56.9,3
Guercif,Oriental,34.23,-3.36,2026-09-18,29.9,19.6,0.0,10,27.3,49.7,3
Guercif,Oriental,34.23,-3.36,2026-09-19,30.1,19.5,0.0,13,31.1,61.6,3
Guercif,Oriental,34.23,-3.36,2026-09-20,31.0,20.6,0.0,3,26.8,48.2,3
Guercif,Oriental,34.23,-3.36,2026-09-21,30.9,19.8,0.0,3,28.2,51.1,2
Imi-n-Tanout,Marrakech-Safi,31.177,-8.8504,2026-09-15,33.7,25.5,0.0,5,26.1,45.7,3
Imi-n-Tanout,Marrakech-Safi,31.177,-8.8504,2026-09-16,30.5,20.3,0.0,0,26.1,46.1,1
Imi-n-Tanout,Marrakech-Safi,31.177,-8.8504,2026-09-17,25.0,16.5,0.0,0,18.4,31.7,45
Imi-n-Tanout,Marrakech-Safi,31.177,-8.8504,2026-09-18,27.0,16.1,0.0,3,16.3,28.8,45
Imi-n-Tanout,Marrakech-Safi,31.177,-8.8504,2026-09-19,30.3,20.0,0.0,5,15.2,27.4,2
Imi-n-Tanout,Marrakech-Safi,31.177,-8.8504,2026-09-20,34.3,24.3,0.6,5,17.1,40.3,80
Imi-n-Tanout,Marrakech-Safi,31.177,-8.8504,2026-09-21,33.6,24.7,0.0,5,18.5,31.7,3
Imzouren,Tanger-Tétouan-Al Hoceïma,35.1464,-3.8506,2026-09-15,27.1,19.8,0.0,0,11.5,21.2,45
Imzouren,Tanger-Tétouan-Al Hoceïma,35.1464,-3.8506,2026-09-16,30.1,20.7,0.0,0,13.2,23.8,1
Imzouren,Tanger-Tétouan-Al Hoceïma,35.1464,-3.8506,2026-09-17,26.1,19.0,0.0,3,17.0,30.2,3
Imzouren,Tanger-Tétouan-Al Hoceïma,35.1464,-3.8506,2026-09-18,26.3,18.9,0.0,10,17.7,32.0,3
Imzouren,Tanger-Tétouan-Al Hoceïma,35.1464,-3.8506,2026-09-19,29.6,18.4,0.0,8,23.7,43.2,3
Imzouren,Tanger-Tétouan-Al Hoceïma,35.1464,-3.8506,2026-09-20,31.0,19.6,0.0,5,16.5,34.9,1
Imzouren,Tanger-Tétouan-Al Hoceïma,35.1464,-3.8506,2026-09-21,30.6,21.3,0.0,0,16.5,32.8,2
Inezgane,Souss-Massa,30.3658,-9.5381,2026-09-15,32.6,24.4,0.0,8,10.4,30.2,3
Inezgane,Souss-Massa,30.3658,-9.5381,2026-09-16,32.4,21.8,0.0,0,11.9,33.5,45
Inezgane,Souss-Massa,30.3658,-9.5381,2026-09-17,27.8,21.0,0.0,0,15.8,43.6,3
Inezgane,Souss-Massa,30.3658,-9.5381,2026-09-18,25.5,20.2,0.0,0,14.1,39.2,2
Inezgane,Souss-Massa,30.3658,-9.5381,2026-09-19,25.5,20.4,0.0,0,14.5,39.6,45
Inezgane,Souss-Massa,30.3658,-9.5381,2026-09-20,30.0,19.9,0.0,0,13.8,28.4,45
Inezgane,Souss-Massa,30.3658,-9.5381,2026-09-21,39.5,24.7,0.0,0,16.7,34.9,1
Jerada,Oriental,34.31,-2.16,2026-09-15,30.5,19.2,0.0,0,18.5,34.9,2
Jerada,Oriental,34.31,-2.16,2026-09-16,29.6,18.0,0.0,0,22.0,41.0,1
Jerada,Oriental,34.31,-2.16,2026-09-17,28.9,17.5,0.5,11,17.3,35.3,80
Jerada,Oriental,34.31,-2.16,2026-09-18,26.4,16.3,0.0,18,20.6,44.6,3
Jerada,Oriental,34.31,-2.16,2026-09-19,27.4,15.6,0.0,20,19.6,57.2,2
Jerada,Oriental,34.31,-2.16,2026-09-20,30.9,18.5,0.0,7,21.4,38.9,2
Jerada,Oriental,34.31,-2.16,2026-09-21,29.8,15.7,0.0,5,22.5,41.0,3
Kenitra,Rabat-Salé-Kénitra,34.25,-6.5833,2026-09-15,29.2,21.2,0.0,0,12.6,32.0,45
Kenitra,Rabat-Salé-Kénitra,34.25,-6.5833,2026-09-16,27.1,20.9,0.0,0,16.5,39.2,2
Kenitra,Rabat-Salé-Kénitra,34.25,-6.5833,2026-09-17,27.0,18.8,0.0,0,12.2,30.6,3
Kenitra,Rabat-Salé-Kénitra,34.25,-6.5833,2026-09-18,27.6,16.4,0.0,3,13.9,33.5,45
Kenitra,Rabat-Salé-Kénitra,34.25,-6.5833,2026-09-19,31.5,16.9,0.0,3,14.7,38.2,45
Kenitra,Rabat-Salé-Kénitra,34.25,-6.5833,2026-09-20,35.7,23.2,0.0,0,13.0,29.5,2
Kenitra,Rabat-Salé-Kénitra,34.25,-6.5833,2026-09-21,30.4,22.4,0.0,0,12.0,28.1,2
Khénifra,Béni Mellal-Khénifra,32.93,-5.66,2026-09-15,35.6,20.1,0.0,3,20.0,37.4,3
Khénifra,Béni Mellal-Khénifra,32.93,-5.66,2026-09-16,31.7,16.3,0.0,0,15.7,30.6,1
Khénifra,Béni Mellal-Khénifra,32.93,-5.66,2026-09-17,31.4,16.0,0.0,13,18.7,35.3,3
Khénifra,Béni Mellal-Khénifra,32.93,-5.66,2026-09-18,31.0,15.6,0.0,13,14.1,26.3,3
Khénifra,Béni Mellal-Khénifra,32.93,-5.66,2026-09-19,34.3,18.1,0.0,3,15.8,31.0,2
Khénifra,Béni Mellal-Khénifra,32.93,-5.66,2026-09-20,36.6,22.5,0.0,3,18.9,33.8,2
Khénifra,Béni Mellal-Khénifra,32.93,-5.66,2026-09-21,34.6,24.1,0.9,8,16.4,31.0,80
Kouribga,Béni Mellal-Khénifra,32.88,-6.9,2026-09-15,34.9,23.7,0.0,3,23.6,46.1,3
Kouribga,Béni Mellal-Khénifra,32.88,-6.9,2026-09-16,31.5,17.5,0.0,0,19.9,38.2,2
Kouribga,Béni Mellal-Khénifra,32.88,-6.9,2026-09-17,28.3,14.9,0.0,0,18.1,34.2,3
Kouribga,Béni Mellal-Khénifra,32.88,-6.9,2026-09-18,29.4,15.3,0.0,10,15.5,31.0,3
Kouribga,Béni Mellal-Khénifra,32.88,-6.9,2026-09-19,33.7,17.5,0.0,6,17.2,33.1,2
Kouribga,Béni Mellal-Khénifra,32.88,-6.9,2026-09-20,36.8,23.4,0.0,5,22.3,46.4,2
Kouribga,Béni Mellal-Khénifra,32.88,-6.9,2026-09-21,34.9,23.0,1.2,5,11.0,25.9,3
Ksar El Kebir,Tanger-Tétouan-Al Hoceïma,35.0,-5.9,2026-09-15,35.6,20.9,0.0,0,23.5,43.6,45
Ksar El Kebir,Tanger-Tétouan-Al Hoceïma,35.0,-5.9,2026-09-16,30.9,19.8,0.0,0,16.9,33.1,3
Ksar El Kebir,Tanger-Tétouan-Al Hoceïma,35.0,-5.9,2026-09-17,29.2,18.9,0.0,0,17.1,33.1,3
Ksar El Kebir,Tanger-Tétouan-Al Hoceïma,35.0,-5.9,2026-09-18,30.6,16.3,0.0,3,17.9,34.6,45
Ksar El Kebir,Tanger-Tétouan-Al Hoceïma,35.0,-5.9,2026-09-19,36.0,18.2,0.0,3,10.6,22.3,45
Ksar El Kebir,Tanger-Tétouan-Al Hoceïma,35.0,-5.9,2026-09-20,39.1,21.4,0.0,3,11.5,25.6,0
Ksar El Kebir,Tanger-Tétouan-Al Hoceïma,35.0,-5.9,2026-09-21,39.0,23.1,0.0,0,12.5,25.6,1
Larache,Tanger-Tétouan-Al Hoceïma,35.1833,-6.15,2026-09-15,29.8,19.4,0.0,0,22.5,41.4,1
Larache,Tanger-Tétouan-Al Hoceïma,35.1833,-6.15,2026-09-16,27.4,18.4,0.0,0,16.2,31.3,3
Larache,Tanger-Tétouan-Al Hoceïma,35.1833,-6.15,2026-09-17,26.3,18.0,0.0,1,13.8,26.3,3
Larache,Tanger-Tétouan-Al Hoceïma,35.1833,-6.15,2026-09-18,26.3,15.9,0.0,5,17.3,33.1,45
Larache,Tanger-Tétouan-Al Hoceïma,35.1833,-6.15,2026-09-19,35.2,16.5,0.0,3,18.2,34.9,2
Larache,Tanger-Tétouan-Al Hoceïma,35.1833,-6.15,2026-09-20,38.2,23.3,0.0,3,16.6,32.0,0
Larache,Tanger-Tétouan-Al Hoceïma,35.1833,-6.15,2026-09-21,36.0,21.4,0.0,3,13.1,25.2,1
Laâyoune,Laâyoune-Sakia El Hamra,27.15,-13.2,2026-09-15,39.4,25.2,0.0,0,24.7,46.8,0
Laâyoune,Laâyoune-Sakia El Hamra,27.15,-13.2,2026-09-16,35.7,21.9,0.0,0,26.4,51.1,0
Laâyoune,Laâyoune-Sakia El Hamra,27.15,-13.2,2026-09-17,28.4,21.5,0.0,0,31.4,59.8,3
Laâyoune,Laâyoune-Sakia El Hamra,27.15,-13.2,2026-09-18,27.9,20.3,0.0,0,27.7,54.0,3
Laâyoune,Laâyoune-Sakia El Hamra,27.15,-13.2,2026-09-19,28.8,18.3,0.0,2,24.1,47.2,1
Laâyoune,Laâyoune-Sakia El Hamra,27.15,-13.2,2026-09-20,32.8,18.7,0.0,0,22.0,43.9,2
Laâyoune,Laâyoune-Sakia El Hamra,27.15,-13.2,2026-09-21,35.3,20.0,0.0,4,20.7,45.7,0
Lqoliaa,Souss-Massa,30.2942,-9.4544,2026-09-15,36.0,25.7,0.0,3,16.8,37.1,3
Lqoliaa,Souss-Massa,30.2942,-9.4544,2026-09-16,31.8,21.6,0.0,0,22.5,45.4,1
Lqoliaa,Souss-Massa,30.2942,-9.4544,2026-09-17,28.2,21.1,0.0,0,20.9,46.4,3
Lqoliaa,Souss-Massa,30.2942,-9.4544,2026-09-18,27.7,20.1,0.0,0,18.8,41.4,3
Lqoliaa,Souss-Massa,30.2942,-9.4544,2026-09-19,28.1,20.5,0.0,0,22.1,47.5,2
Lqoliaa,Souss-Massa,30.2942,-9.4544,2026-09-20,27.6,20.3,0.0,0,17.4,39.6,2
Lqoliaa,Souss-Massa,30.2942,-9.4544,2026-09-21,35.9,21.3,0.0,0,15.1,34.9,1
Marrakech,Marrakech-Safi,31.6295,-7.9811,2026-09-15,38.0,25.6,0.0,3,10.7,32.8,3
Marrakech,Marrakech-Safi,31.6295,-7.9811,2026-09-16,35.0,22.0,0.0,0,12.7,34.9,1
Marrakech,Marrakech-Safi,31.6295,-7.9811,2026-09-17,30.1,19.1,0.0,0,10.6,27.7,3
Marrakech,Marrakech-Safi,31.6295,-7.9811,2026-09-18,31.9,19.3,0.0,5,7.2,23.8,3
Marrakech,Marrakech-Safi,31.6295,-7.9811,2026-09-19,36.4,20.7,0.0,4,9.3,26.3,2
Marrakech,Marrakech-Safi,31.6295,-7.9811,2026-09-20,39.7,23.8,0.0,5,21.1,36.0,3
Marrakech,Marrakech-Safi,31.6295,-7.9811,2026-09-21,37.5,23.6,0.0,3,17.3,29.5,1
Martil,Tanger-Tétouan-Al Hoceïma,35.61,-5.27,2026-09-15,26.8,21.7,0.0,0,10.0,24.5,2
Martil,Tanger-Tétouan-Al Hoceïma,35.61,-5.27,2026-09-16,32.4,20.9,0.0,0,26.6,60.1,3
Martil,Tanger-Tétouan-Al Hoceïma,35.61,-5.27,2026-09-17,26.0,16.9,0.0,0,13.3,31.0,3
Martil,Tanger-Tétouan-Al Hoceïma,35.61,-5.27,2026-09-18,25.1,20.9,0.0,8,15.8,36.4,45
Martil,Tanger-Tétouan-Al Hoceïma,35.61,-5.27,2026-09-19,25.1,22.0,0.9,23,23.5,55.4,2
Martil,Tanger-Tétouan-Al Hoceïma,35.61,-5.27,2026-09-20,25.7,22.6,0.6,13,32.2,58.3,2
Martil,Tanger-Tétouan-Al Hoceïma,35.61,-5.27,2026-09-21,25.5,22.2,0.0,0,30.1,53.3,2
Mechraa Bel Ksiri,Rabat-Salé-Kénitra,34.56,-5.95,2026-09-15,34.9,20.8,0.0,0,18.4,34.6,45
Mechraa Bel Ksiri,Rabat-Salé-Kénitra,34.56,-5.95,2026-09-16,30.3,19.5,0.0,0,19.7,36.0,2
Mechraa Bel Ksiri,Rabat-Salé-Kénitra,34.56,-5.95,2026-09-17,29.6,18.7,0.0,1,16.9,31.3,3
Mechraa Bel Ksiri,Rabat-Salé-Kénitra,34.56,-5.95,2026-09-18,31.5,16.3,0.0,8,18.0,33.1,45
Mechraa Bel Ksiri,Rabat-Salé-Kénitra,34.56,-5.95,2026-09-19,36.5,17.3,0.0,2,15.9,28.1,45
Mechraa Bel Ksiri,Rabat-Salé-Kénitra,34.56,-5.95,2026-09-20,39.9,24.6,0.0,3,21.7,41.0,1
Mechraa Bel Ksiri,Rabat-Salé-Kénitra,34.56,-5.95,2026-09-21,39.9,23.9,0.0,0,18.5,34.2,1
Mediouna,Casablanca-Settat,33.4556,-7.5208,2026-09-15,33.6,20.8,0.0,0,17.8,32.0,45
Mediouna,Casablanca-Settat,33.4556,-7.5208,2026-09-16,28.1,19.7,0.0,0,17.5,31.7,2
Mediouna,Casablanca-Settat,33.4556,-7.5208,2026-09-17,27.6,19.0,0.0,0,16.4,30.2,3
Mediouna,Casablanca-Settat,33.4556,-7.5208,2026-09-18,28.2,17.4,0.0,3,18.2,32.4,3
Mediouna,Casablanca-Settat,33.4556,-7.5208,2026-09-19,30.5,17.2,0.0,2,18.4,32.8,2
Mediouna,Casablanca-Settat,33.4556,-7.5208,2026-09-20,31.2,21.6,0.0,3,12.0,31.0,2
Mediouna,Casablanca-Settat,33.4556,-7.5208,2026-09-21,29.6,21.1,0.0,0,13.4,34.2,2
Mehdya,Rabat-Salé-Kénitra,34.2557,-6.6745,2026-09-15,28.0,21.0,0.0,0,12.6,28.1,45
Mehdya,Rabat-Salé-Kénitra,34.2557,-6.6745,2026-09-16,26.8,21.1,0.0,0,15.8,34.9,2
Mehdya,Rabat-Salé-Kénitra,34.2557,-6.6745,2026-09-17,26.4,19.0,0.0,0,11.9,27.4,3
Mehdya,Rabat-Salé-Kénitra,34.2557,-6.6745,2026-09-18,26.5,16.9,0.0,3,14.0,30.6,45
Mehdya,Rabat-Salé-Kénitra,34.2557,-6.6745,2026-09-19,31.2,17.3,0.0,3,15.7,34.6,45
Mehdya,Rabat-Salé-Kénitra,34.2557,-6.6745,2026-09-20,35.7,23.3,0.0,0,13.0,29.5,2
Mehdya,Rabat-Salé-Kénitra,34.2557,-6.6745,2026-09-21,30.4,22.4,0.0,0,12.0,28.1,2
Meknès,Fès-Meknès,33.8833,-5.55,2026-09-15,33.8,21.8,0.0,0,16.1,41.4,2
Meknès,Fès-Meknès,33.8833,-5.55,2026-09-16,30.4,18.7,0.0,0,15.5,40.3,1
Meknès,Fès-Meknès,33.8833,-5.55,2026-09-17,27.7,17.5,0.0,0,14.5,36.7,45
Meknès,Fès-Meknès,33.8833,-5.55,2026-09-18,29.3,16.4,0.0,8,12.3,32.0,3
Meknès,Fès-Meknès,33.8833,-5.55,2026-09-19,33.7,18.2,0.0,3,11.7,31.7,3
Meknès,Fès-Meknès,33.8833,-5.55,2026-09-20,36.5,21.4,0.0,3,16.7,37.4,2
Meknès,Fès-Meknès,33.8833,-5.55,2026-09-21,37.3,22.6,0.0,0,16.4,37.1,2
Midalt,Drâa-Tafilalet,32.68,-4.74,2026-09-15,30.2,18.2,0.0,8,20.3,34.9,3
Midalt,Drâa-Tafilalet,32.68,-4.74,2026-09-16,27.2,17.3,0.0,0,22.7,41.4,1
Midalt,Drâa-Tafilalet,32.68,-4.74,2026-09-17,27.3,14.5,1.7,45,18.0,36.4,80
Midalt,Drâa-Tafilalet,32.68,-4.74,2026-09-18,27.4,14.2,0.1,18,25.4,42.5,3
Midalt,Drâa-Tafilalet,32.68,-4.74,2026-09-19,27.4,13.6,0.0,20,18.9,33.8,2
Midalt,Drâa-Tafilalet,32.68,-4.74,2026-09-20,30.7,15.1,0.0,12,16.1,24.8,2
Midalt,Drâa-Tafilalet,32.68,-4.74,2026-09-21,29.6,16.6,1.2,13,26.6,45.0,80
Missour,Fès-Meknès,33.05,-3.9908,2026-09-15,35.7,20.6,0.0,15,22.2,38.5,3
Missour,Fès-Meknès,33.05,-3.9908,2026-09-16,32.6,18.3,0.0,0,22.2,36.7,1
Missour,Fès-Meknès,33.05,-3.9908,2026-09-17,31.5,17.4,0.5,25,19.2,30.6,80
Missour,Fès-Meknès,33.05,-3.9908,2026-09-18,30.0,16.6,0.0,18,29.0,46.8,3
Missour,Fès-Meknès,33.05,-3.9908,2026-09-19,30.5,17.6,0.0,23,20.8,42.1,3
Missour,Fès-Meknès,33.05,-3.9908,2026-09-20,34.4,18.4,0.0,11,22.9,35.6,3
