city,admin_name,lat,lng,forecast_date,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code
Missour,Fès-Meknès,33.05,-3.9908,2026-09-21,32.3,20.1,1.5,9,12.9,24.5,80
Mohammedia,Casablanca-Settat,33.6833,-7.3833,2026-09-15,27.5,21.2,0.0,0,13.0,30.2,45
Mohammedia,Casablanca-Settat,33.6833,-7.3833,2026-09-16,25.6,20.6,0.0,0,15.5,36.0,2
Mohammedia,Casablanca-Settat,33.6833,-7.3833,2026-09-17,25.4,20.1,0.0,0,13.5,32.0,3
Mohammedia,Casablanca-Settat,33.6833,-7.3833,2026-09-18,24.9,18.6,0.0,3,13.8,33.1,3
Mohammedia,Casablanca-Settat,33.6833,-7.3833,2026-09-19,26.4,17.7,0.0,2,14.1,33.5,2
Mohammedia,Casablanca-Settat,33.6833,-7.3833,2026-09-20,34.2,20.5,0.0,3,17.0,31.3,2
Mohammedia,Casablanca-Settat,33.6833,-7.3833,2026-09-21,33.0,22.4,0.0,0,17.3,32.8,45
Moulay Abdallah,Casablanca-Settat,33.1978,-8.5883,2026-09-15,29.0,21.7,0.0,0,19.7,32.0,45
Moulay Abdallah,Casablanca-Settat,33.1978,-8.5883,2026-09-16,26.2,21.4,0.0,0,20.9,33.5,45
Moulay Abdallah,Casablanca-Settat,33.1978,-8.5883,2026-09-17,26.3,19.9,0.0,0,18.3,29.2,3
Moulay Abdallah,Casablanca-Settat,33.1978,-8.5883,2026-09-18,26.2,20.2,0.0,0,19.5,31.0,3
Moulay Abdallah,Casablanca-Settat,33.1978,-8.5883,2026-09-19,27.2,19.6,0.0,0,19.7,32.8,2
Moulay Abdallah,Casablanca-Settat,33.1978,-8.5883,2026-09-20,30.3,21.7,0.0,0,16.9,32.0,2
Moulay Abdallah,Casablanca-Settat,33.1978,-8.5883,2026-09-21,27.8,21.7,0.0,0,12.8,25.9,45
Moulay Bousselham,Rabat-Salé-Kénitra,34.8786,-6.2933,2026-09-15,27.6,19.4,0.0,0,22.6,36.7,45
Moulay Bousselham,Rabat-Salé-Kénitra,34.8786,-6.2933,2026-09-16,25.7,18.9,0.0,0,16.7,28.1,45
Moulay Bousselham,Rabat-Salé-Kénitra,34.8786,-6.2933,2026-09-17,25.3,18.5,0.0,0,14.3,23.8,3
Moulay Bousselham,Rabat-Salé-Kénitra,34.8786,-6.2933,2026-09-18,25.0,16.1,0.0,3,18.6,31.3,45
Moulay Bousselham,Rabat-Salé-Kénitra,34.8786,-6.2933,2026-09-19,29.7,17.8,0.0,3,15.2,26.3,45
Moulay Bousselham,Rabat-Salé-Kénitra,34.8786,-6.2933,2026-09-20,37.7,20.3,0.0,3,13.1,24.6,0
Moulay Bousselham,Rabat-Salé-Kénitra,34.8786,-6.2933,2026-09-21,35.9,20.9,0.0,0,17.5,33.8,0
Mrirt,Béni Mellal-Khénifra,33.1654,-5.5634,2026-09-15,33.9,19.7,0.0,0,20.3,41.8,3
Mrirt,Béni Mellal-Khénifra,33.1654,-5.5634,2026-09-16,30.5,14.5,0.0,0,18.7,38.5,3
Mrirt,Béni Mellal-Khénifra,33.1654,-5.5634,2026-09-17,29.7,15.0,0.0,13,20.2,40.7,3
Mrirt,Béni Mellal-Khénifra,33.1654,-5.5634,2026-09-18,29.6,14.1,0.0,15,17.9,36.7,3
Mrirt,Béni Mellal-Khénifra,33.1654,-5.5634,2026-09-19,32.7,15.9,0.0,8,16.8,38.2,3
Mrirt,Béni Mellal-Khénifra,33.1654,-5.5634,2026-09-20,34.9,19.3,0.0,5,18.4,45.4,3
Mrirt,Béni Mellal-Khénifra,33.1654,-5.5634,2026-09-21,32.3,18.5,1.2,17,11.1,33.1,80
My Drarga,Souss-Massa,30.3805,-9.4763,2026-09-15,34.5,26.0,0.0,8,12.6,27.0,3
My Drarga,Souss-Massa,30.3805,-9.4763,2026-09-16,32.1,22.7,0.0,0,16.8,33.8,45
My Drarga,Souss-Massa,30.3805,-9.4763,2026-09-17,28.5,20.9,0.0,0,20.1,43.6,3
My Drarga,Souss-Massa,30.3805,-9.4763,2026-09-18,26.9,20.0,0.0,0,17.4,39.2,2
My Drarga,Souss-Massa,30.3805,-9.4763,2026-09-19,27.2,20.4,0.0,0,17.3,38.2,45
My Drarga,Souss-Massa,30.3805,-9.4763,2026-09-20,29.8,20.3,0.0,0,13.8,28.4,45
My Drarga,Souss-Massa,30.3805,-9.4763,2026-09-21,39.4,24.5,0.0,0,16.7,34.9,1
M’diq,Tanger-Tétouan-Al Hoceïma,35.68,-5.32,2026-09-15,26.7,21.5,0.0,0,10.0,24.5,2
M’diq,Tanger-Tétouan-Al Hoceïma,35.68,-5.32,2026-09-16,32.3,20.7,0.0,0,26.6,60.1,3
M’diq,Tanger-Tétouan-Al Hoceïma,35.68,-5.32,2026-09-17,25.8,16.8,0.0,0,13.3,31.0,3
M’diq,Tanger-Tétouan-Al Hoceïma,35.68,-5.32,2026-09-18,25.0,20.7,0.0,8,15.8,36.4,45
M’diq,Tanger-Tétouan-Al Hoceïma,35.68,-5.32,2026-09-19,25.0,21.8,0.9,5,23.5,55.4,2
M’diq,Tanger-Tétouan-Al Hoceïma,35.68,-5.32,2026-09-20,26.7,22.5,0.6,5,36.4,77.8,2
M’diq,Tanger-Tétouan-Al Hoceïma,35.68,-5.32,2026-09-21,26.8,22.6,0.0,0,32.4,67.3,2
Nador,Oriental,35.1667,-2.9333,2026-09-15,26.8,21.7,0.0,0,11.0,25.9,2
Nador,Oriental,35.1667,-2.9333,2026-09-16,30.2,21.9,0.0,0,9.7,26.3,2
Nador,Oriental,35.1667,-2.9333,2026-09-17,26.8,21.5,0.1,5,17.0,38.2,3
Nador,Oriental,35.1667,-2.9333,2026-09-18,25.2,22.2,1.6,10,14.0,31.7,80
Nador,Oriental,35.1667,-2.9333,2026-09-19,25.6,22.5,0.3,8,20.5,44.3,3
Nador,Oriental,35.1667,-2.9333,2026-09-20,26.4,23.3,0.0,5,24.7,45.4,3
Nador,Oriental,35.1667,-2.9333,2026-09-21,26.7,21.8,0.0,0,23.9,41.4,2
Oued Zem,Béni Mellal-Khénifra,32.8619,-6.5711,2026-09-15,35.6,22.9,0.0,0,21.5,42.8,3
Oued Zem,Béni Mellal-Khénifra,32.8619,-6.5711,2026-09-16,32.1,18.9,0.0,0,18.5,39.6,1
Oued Zem,Béni Mellal-Khénifra,32.8619,-6.5711,2026-09-17,29.7,16.2,0.0,3,17.0,34.2,3
Oued Zem,Béni Mellal-Khénifra,32.8619,-6.5711,2026-09-18,30.6,16.3,0.0,13,16.1,32.4,3
Oued Zem,Béni Mellal-Khénifra,32.8619,-6.5711,2026-09-19,34.6,18.3,0.0,6,18.5,36.0,2
Oued Zem,Béni Mellal-Khénifra,32.8619,-6.5711,2026-09-20,37.0,24.2,0.0,3,20.8,37.8,2
Oued Zem,Béni Mellal-Khénifra,32.8619,-6.5711,2026-09-21,34.1,23.2,0.3,0,15.5,35.6,3
Ouezzane,Tanger-Tétouan-Al Hoceïma,34.8,-5.6,2026-09-15,35.3,19.8,0.0,0,19.6,41.8,0
Ouezzane,Tanger-Tétouan-Al Hoceïma,34.8,-5.6,2026-09-16,30.6,17.2,0.0,0,17.3,34.6,3
Ouezzane,Tanger-Tétouan-Al Hoceïma,34.8,-5.6,2026-09-17,29.3,16.6,0.0,1,20.6,39.6,3
Ouezzane,Tanger-Tétouan-Al Hoceïma,34.8,-5.6,2026-09-18,31.0,16.1,0.0,8,16.4,32.8,3
Ouezzane,Tanger-Tétouan-Al Hoceïma,34.8,-5.6,2026-09-19,36.0,17.0,0.0,6,11.9,27.7,2
Ouezzane,Tanger-Tétouan-Al Hoceïma,34.8,-5.6,2026-09-20,38.5,20.0,0.0,0,17.7,34.9,0
Ouezzane,Tanger-Tétouan-Al Hoceïma,34.8,-5.6,2026-09-21,38.7,23.7,0.0,0,14.0,28.4,1
Oujda-Angad,Oriental,34.6867,-1.9114,2026-09-15,31.0,16.2,0.0,0,17.3,36.0,2
Oujda-Angad,Oriental,34.6867,-1.9114,2026-09-16,32.6,15.7,0.0,0,19.9,41.0,1
Oujda-Angad,Oriental,34.6867,-1.9114,2026-09-17,28.7,15.9,0.0,8,20.9,46.8,3
Oujda-Angad,Oriental,34.6867,-1.9114,2026-09-18,27.6,18.0,0.0,23,21.3,45.0,45
Oujda-Angad,Oriental,34.6867,-1.9114,2026-09-19,28.2,17.7,0.0,28,19.7,42.1,45
Oujda-Angad,Oriental,34.6867,-1.9114,2026-09-20,30.3,18.2,0.0,5,23.0,41.0,45
Oujda-Angad,Oriental,34.6867,-1.9114,2026-09-21,29.6,17.2,0.0,5,22.4,40.0,3
Oulad Barhil,Souss-Massa,30.6408,-8.475,2026-09-15,38.2,25.4,0.0,13,14.0,28.1,3
Oulad Barhil,Souss-Massa,30.6408,-8.475,2026-09-16,36.5,22.1,0.0,0,26.2,47.5,2
Oulad Barhil,Souss-Massa,30.6408,-8.475,2026-09-17,30.1,18.2,0.0,3,31.0,56.2,3
Oulad Barhil,Souss-Massa,30.6408,-8.475,2026-09-18,30.3,17.8,0.0,5,26.2,47.2,3
Oulad Barhil,Souss-Massa,30.6408,-8.475,2026-09-19,37.6,20.6,0.0,2,28.5,52.9,2
Oulad Barhil,Souss-Massa,30.6408,-8.475,2026-09-20,39.9,22.3,0.0,3,15.4,33.8,2
Oulad Barhil,Souss-Massa,30.6408,-8.475,2026-09-21,38.8,21.5,0.0,8,21.3,42.1,2
Oulad Tayeb,Fès-Meknès,33.9598,-4.9954,2026-09-15,34.4,23.6,0.0,0,16.1,30.6,2
Oulad Tayeb,Fès-Meknès,33.9598,-4.9954,2026-09-16,31.6,21.1,0.0,0,17.1,32.4,1
Oulad Tayeb,Fès-Meknès,33.9598,-4.9954,2026-09-17,28.9,18.2,0.0,0,15.5,30.2,45
Oulad Tayeb,Fès-Meknès,33.9598,-4.9954,2026-09-18,30.4,18.3,0.0,10,12.9,25.9,3
Oulad Tayeb,Fès-Meknès,33.9598,-4.9954,2026-09-19,33.4,19.2,0.0,4,17.3,34.2,3
Oulad Tayeb,Fès-Meknès,33.9598,-4.9954,2026-09-20,35.7,21.0,0.0,3,17.4,40.3,1
Oulad Tayeb,Fès-Meknès,33.9598,-4.9954,2026-09-21,36.8,22.5,0.0,0,10.9,30.6,2
Oulad Teïma,Souss-Massa,30.4,-9.21,2026-09-15,39.6,26.3,0.0,3,18.4,36.4,3
Oulad Teïma,Souss-Massa,30.4,-9.21,2026-09-16,35.3,22.0,0.0,0,22.1,44.3,1
Oulad Teïma,Souss-Massa,30.4,-9.21,2026-09-17,30.0,20.1,0.0,0,29.2,56.2,2
Oulad Teïma,Souss-Massa,30.4,-9.21,2026-09-18,30.0,19.3,0.0,0,20.7,40.0,1
Oulad Teïma,Souss-Massa,30.4,-9.21,2026-09-19,31.4,19.7,0.0,0,24.7,47.5,45
Oulad Teïma,Souss-Massa,30.4,-9.21,2026-09-20,29.6,20.0,0.0,0,24.9,42.8,2
Oulad Teïma,Souss-Massa,30.4,-9.21,2026-09-21,40.0,22.0,0.0,0,24.0,43.2,1
Oulad Yaïch,Béni Mellal-Khénifra,32.4167,-6.3333,2026-09-15,38.8,25.5,0.0,3,17.3,30.6,2
Oulad Yaïch,Béni Mellal-Khénifra,32.4167,-6.3333,2026-09-16,35.1,21.7,0.0,0,13.5,24.1,0
Oulad Yaïch,Béni Mellal-Khénifra,32.4167,-6.3333,2026-09-17,32.0,18.0,0.0,3,13.2,24.1,3
Oulad Yaïch,Béni Mellal-Khénifra,32.4167,-6.3333,2026-09-18,33.2,19.1,0.0,9,7.8,16.2,3
Oulad Yaïch,Béni Mellal-Khénifra,32.4167,-6.3333,2026-09-19,37.6,20.8,0.0,4,9.4,18.4,3
Oulad Yaïch,Béni Mellal-Khénifra,32.4167,-6.3333,2026-09-20,38.7,26.6,0.0,0,17.0,37.4,3
Oulad Yaïch,Béni Mellal-Khénifra,32.4167,-6.3333,2026-09-21,36.7,28.5,0.3,3,22.4,41.8,80
Qasbat Tadla,Béni Mellal-Khénifra,32.6,-6.26,2026-09-15,38.8,22.9,0.0,5,18.8,34.2,3
Qasbat Tadla,Béni Mellal-Khénifra,32.6,-6.26,2026-09-16,34.7,19.0,0.0,0,14.2,29.2,0
Qasbat Tadla,Béni Mellal-Khénifra,32.6,-6.26,2026-09-17,32.2,17.6,0.0,5,13.3,25.6,3
Qasbat Tadla,Béni Mellal-Khénifra,32.6,-6.26,2026-09-18,33.2,18.4,0.0,10,8.4,16.9,3
Qasbat Tadla,Béni Mellal-Khénifra,32.6,-6.26,2026-09-19,37.6,20.8,0.0,6,12.8,23.8,3
Qasbat Tadla,Béni Mellal-Khénifra,32.6,-6.26,2026-09-20,40.3,25.2,0.0,0,13.3,24.8,3
Qasbat Tadla,Béni Mellal-Khénifra,32.6,-6.26,2026-09-21,36.8,21.3,0.6,3,13.7,24.5,80
Rabat,Rabat-Salé-Kénitra,34.0211,-6.8414,2026-09-15,28.3,21.6,0.0,0,12.4,32.0,45
Rabat,Rabat-Salé-Kénitra,34.0211,-6.8414,2026-09-16,26.3,20.8,0.0,0,14.8,37.1,2
Rabat,Rabat-Salé-Kénitra,34.0211,-6.8414,2026-09-17,26.3,18.9,0.0,0,11.8,31.0,3
Rabat,Rabat-Salé-Kénitra,34.0211,-6.8414,2026-09-18,26.0,18.0,0.0,5,11.8,31.3,3
Rabat,Rabat-Salé-Kénitra,34.0211,-6.8414,2026-09-19,29.0,16.8,0.0,3,12.8,32.4,45
Rabat,Rabat-Salé-Kénitra,34.0211,-6.8414,2026-09-20,32.5,20.4,0.0,3,10.6,25.2,2
Rabat,Rabat-Salé-Kénitra,34.0211,-6.8414,2026-09-21,28.8,21.9,0.0,0,12.2,29.5,3
Safi,Marrakech-Safi,32.2833,-9.2333,2026-09-15,34.1,22.8,0.0,0,22.0,40.7,3
Safi,Marrakech-Safi,32.2833,-9.2333,2026-09-16,27.8,21.2,0.0,0,26.9,48.6,2
Safi,Marrakech-Safi,32.2833,-9.2333,2026-09-17,25.5,19.4,0.0,0,20.2,36.7,3
Safi,Marrakech-Safi,32.2833,-9.2333,2026-09-18,25.8,19.4,0.0,0,20.2,36.0,2
Safi,Marrakech-Safi,32.2833,-9.2333,2026-09-19,27.9,19.2,0.0,2,22.0,39.6,2
Safi,Marrakech-Safi,32.2833,-9.2333,2026-09-20,29.3,22.0,0.0,3,13.1,27.7,2
Safi,Marrakech-Safi,32.2833,-9.2333,2026-09-21,29.8,20.8,0.0,0,11.9,23.0,2
Sale,Rabat-Salé-Kénitra,34.05,-6.8167,2026-09-15,28.2,21.6,0.0,0,12.4,32.0,45
Sale,Rabat-Salé-Kénitra,34.05,-6.8167,2026-09-16,26.3,20.7,0.0,0,14.8,37.1,2
Sale,Rabat-Salé-Kénitra,34.05,-6.8167,2026-09-17,26.2,18.9,0.0,0,11.8,31.0,3
Sale,Rabat-Salé-Kénitra,34.05,-6.8167,2026-09-18,25.9,18.0,0.0,5,11.8,31.3,3
Sale,Rabat-Salé-Kénitra,34.05,-6.8167,2026-09-19,28.9,16.8,0.0,3,12.8,32.4,45
Sale,Rabat-Salé-Kénitra,34.05,-6.8167,2026-09-20,32.4,20.3,0.0,3,10.6,25.2,2
Sale,Rabat-Salé-Kénitra,34.05,-6.8167,2026-09-21,28.8,21.8,0.0,0,12.2,29.5,3
Sebt Gzoula,Marrakech-Safi,32.1219,-9.0889,2026-09-15,38.4,24.6,0.0,0,22.1,42.1,3
Sebt Gzoula,Marrakech-Safi,32.1219,-9.0889,2026-09-16,31.9,20.7,0.0,0,20.2,38.9,2
Sebt Gzoula,Marrakech-Safi,32.1219,-9.0889,2026-09-17,28.2,18.5,0.0,0,17.1,33.5,3
Sebt Gzoula,Marrakech-Safi,32.1219,-9.0889,2026-09-18,30.3,18.7,0.0,0,17.7,34.2,3
Sebt Gzoula,Marrakech-Safi,32.1219,-9.0889,2026-09-19,33.3,18.7,0.0,0,17.4,33.5,2
Sebt Gzoula,Marrakech-Safi,32.1219,-9.0889,2026-09-20,30.4,22.1,0.0,0,14.5,27.7,2
Sebt Gzoula,Marrakech-Safi,32.1219,-9.0889,2026-09-21,31.1,20.5,0.0,0,12.3,24.1,2
Sefrou,Fès-Meknès,33.83,-4.83,2026-09-15,32.6,23.6,0.0,0,17.4,37.8,2
Sefrou,Fès-Meknès,33.83,-4.83,2026-09-16,29.6,19.4,0.0,0,18.8,41.0,2
Sefrou,Fès-Meknès,33.83,-4.83,2026-09-17,26.6,18.0,0.0,3,16.4,36.0,3
Sefrou,Fès-Meknès,33.83,-4.83,2026-09-18,27.2,17.4,0.0,10,15.2,33.1,3
Sefrou,Fès-Meknès,33.83,-4.83,2026-09-19,30.5,19.3,0.0,4,20.0,41.8,3
Sefrou,Fès-Meknès,33.83,-4.83,2026-09-20,33.7,22.2,0.0,8,17.9,33.5,2
Sefrou,Fès-Meknès,33.83,-4.83,2026-09-21,34.4,19.4,0.0,8,17.7,33.8,2
Semara,Laâyoune-Sakia El Hamra,26.7394,-11.6703,2026-09-15,41.0,27.0,0.0,1,28.3,50.0,0
Semara,Laâyoune-Sakia El Hamra,26.7394,-11.6703,2026-09-16,39.5,25.2,0.0,0,32.4,55.4,0
Semara,Laâyoune-Sakia El Hamra,26.7394,-11.6703,2026-09-17,31.4,20.2,0.0,0,29.4,50.4,3
Semara,Laâyoune-Sakia El Hamra,26.7394,-11.6703,2026-09-18,30.3,19.8,0.0,0,26.1,45.0,3
Semara,Laâyoune-Sakia El Hamra,26.7394,-11.6703,2026-09-19,32.2,19.1,0.0,0,19.3,32.4,3
Semara,Laâyoune-Sakia El Hamra,26.7394,-11.6703,2026-09-20,37.6,17.9,0.0,2,20.0,34.6,3
Semara,Laâyoune-Sakia El Hamra,26.7394,-11.6703,2026-09-21,39.6,24.0,0.6,10,19.4,35.3,51
Settat,Casablanca-Settat,33.0023,-7.6198,2026-09-15,36.2,23.3,0.0,0,22.4,48.2,2
Settat,Casablanca-Settat,33.0023,-7.6198,2026-09-16,30.0,19.6,0.0,0,18.1,38.2,2
Settat,Casablanca-Settat,33.0023,-7.6198,2026-09-17,27.9,17.3,0.0,0,18.1,38.9,45
Settat,Casablanca-Settat,33.0023,-7.6198,2026-09-18,29.5,16.7,0.0,3,18.0,37.8,45
Settat,Casablanca-Settat,33.0023,-7.6198,2026-09-19,33.5,16.9,0.0,3,17.7,38.2,2
Settat,Casablanca-Settat,33.0023,-7.6198,2026-09-20,38.2,22.6,0.0,0,21.8,43.9,2
Settat,Casablanca-Settat,33.0023,-7.6198,2026-09-21,35.2,22.4,0.0,3,17.1,33.5,3
Sidi Bennour,Casablanca-Settat,32.655,-8.4292,2026-09-15,37.2,21.1,0.0,3,25.0,43.6,3
Sidi Bennour,Casablanca-Settat,32.655,-8.4292,2026-09-16,30.5,18.8,0.0,0,22.1,38.5,2
Sidi Bennour,Casablanca-Settat,32.655,-8.4292,2026-09-17,28.7,17.8,0.0,0,19.4,34.2,3
Sidi Bennour,Casablanca-Settat,32.655,-8.4292,2026-09-18,30.1,17.4,0.0,0,20.2,34.9,45
Sidi Bennour,Casablanca-Settat,32.655,-8.4292,2026-09-19,33.1,16.6,0.0,3,18.4,35.6,2
Sidi Bennour,Casablanca-Settat,32.655,-8.4292,2026-09-20,38.9,20.8,0.0,3,19.1,36.0,2
Sidi Bennour,Casablanca-Settat,32.655,-8.4292,2026-09-21,35.0,21.6,0.0,0,16.8,31.7,2
Sidi Lmokhtar,Marrakech-Safi,31.57,-9.01,2026-09-15,38.5,24.8,0.0,5,21.6,36.4,3
Sidi Lmokhtar,Marrakech-Safi,31.57,-9.01,2026-09-16,34.7,21.7,0.0,0,24.4,42.8,1
Sidi Lmokhtar,Marrakech-Safi,31.57,-9.01,2026-09-17,29.1,18.0,0.0,0,20.9,34.6,3
Sidi Lmokhtar,Marrakech-Safi,31.57,-9.01,2026-09-18,31.1,18.1,0.0,3,19.0,31.7,3
Sidi Lmokhtar,Marrakech-Safi,31.57,-9.01,2026-09-19,34.6,18.4,0.0,3,13.8,25.6,2
Sidi Lmokhtar,Marrakech-Safi,31.57,-9.01,2026-09-20,35.0,24.1,0.0,0,25.7,42.5,2
Sidi Lmokhtar,Marrakech-Safi,31.57,-9.01,2026-09-21,35.2,22.2,0.0,3,20.6,34.2,2
Sidi Qacem,Rabat-Salé-Kénitra,34.21,-5.7,2026-09-15,35.1,21.8,0.0,0,17.6,40.0,0
Sidi Qacem,Rabat-Salé-Kénitra,34.21,-5.7,2026-09-16,31.8,20.8,0.0,0,19.0,40.3,2
Sidi Qacem,Rabat-Salé-Kénitra,34.21,-5.7,2026-09-17,29.6,19.3,0.0,0,14.2,31.3,3
Sidi Qacem,Rabat-Salé-Kénitra,34.21,-5.7,2026-09-18,31.8,18.2,0.0,8,15.9,32.0,3
Sidi Qacem,Rabat-Salé-Kénitra,34.21,-5.7,2026-09-19,36.3,19.0,0.0,3,15.0,34.2,3
Sidi Qacem,Rabat-Salé-Kénitra,34.21,-5.7,2026-09-20,39.3,25.0,0.0,0,16.8,34.3,1
Sidi Qacem,Rabat-Salé-Kénitra,34.21,-5.7,2026-09-21,39.8,25.2,0.0,0,14.0,37.4,1
Sidi Slimane,Rabat-Salé-Kénitra,34.26,-5.93,2026-09-15,35.3,21.0,0.0,0,18.1,37.8,1
Sidi Slimane,Rabat-Salé-Kénitra,34.26,-5.93,2026-09-16,31.2,20.3,0.0,0,20.0,41.8,2
Sidi Slimane,Rabat-Salé-Kénitra,34.26,-5.93,2026-09-17,29.7,19.1,0.0,0,15.0,32.0,3
Sidi Slimane,Rabat-Salé-Kénitra,34.26,-5.93,2026-09-18,31.8,17.1,0.0,6,17.3,36.0,45
Sidi Slimane,Rabat-Salé-Kénitra,34.26,-5.93,2026-09-19,37.0,18.1,0.0,3,14.2,31.3,1
Sidi Slimane,Rabat-Salé-Kénitra,34.26,-5.93,2026-09-20,39.9,24.1,0.0,0,18.6,36.7,1
Sidi Slimane,Rabat-Salé-Kénitra,34.26,-5.93,2026-09-21,39.7,24.5,0.0,0,15.5,33.8,1
Sidi Smai’il,Casablanca-Settat,32.8167,-8.5,2026-09-15,35.3,21.5,0.0,0,21.2,39.2,3
Sidi Smai’il,Casablanca-Settat,32.8167,-8.5,2026-09-16,28.9,19.8,0.0,0,19.5,34.6,2
Sidi Smai’il,Casablanca-Settat,32.8167,-8.5,2026-09-17,27.6,18.5,0.0,0,17.6,31.3,3
Sidi Smai’il,Casablanca-Settat,32.8167,-8.5,2026-09-18,29.2,18.1,0.0,0,19.5,34.6,3
Sidi Smai’il,Casablanca-Settat,32.8167,-8.5,2026-09-19,31.4,17.4,0.0,0,18.0,34.6,2
Sidi Smai’il,Casablanca-Settat,32.8167,-8.5,2026-09-20,36.2,21.6,0.0,0,18.5,33.5,2
Sidi Smai’il,Casablanca-Settat,32.8167,-8.5,2026-09-21,31.8,21.6,0.0,0,15.5,28.4,2
Sidi Yahia El Gharb,Rabat-Salé-Kénitra,34.3058,-6.3058,2026-09-15,31.8,20.8,0.0,0,17.6,32.4,45
Sidi Yahia El Gharb,Rabat-Salé-Kénitra,34.3058,-6.3058,2026-09-16,28.6,20.3,0.0,0,20.6,37.4,2
Sidi Yahia El Gharb,Rabat-Salé-Kénitra,34.3058,-6.3058,2026-09-17,28.0,18.1,0.0,0,15.5,29.2,3
Sidi Yahia El Gharb,Rabat-Salé-Kénitra,34.3058,-6.3058,2026-09-18,29.8,16.2,0.0,3,17.8,31.7,45
Sidi Yahia El Gharb,Rabat-Salé-Kénitra,34.3058,-6.3058,2026-09-19,35.4,16.5,0.0,3,13.9,28.4,1
Sidi Yahia El Gharb,Rabat-Salé-Kénitra,34.3058,-6.3058,2026-09-20,39.8,23.5,0.0,0,16.9,32.8,1
Sidi Yahia El Gharb,Rabat-Salé-Kénitra,34.3058,-6.3058,2026-09-21,37.4,23.8,0.0,0,19.3,35.6,2
Sidi Yahya Zaer,Rabat-Salé-Kénitra,33.7105,-6.8831,2026-09-15,32.6,20.7,0.0,0,18.9,37.8,0
Sidi Yahya Zaer,Rabat-Salé-Kénitra,33.7105,-6.8831,2026-09-16,27.6,18.5,0.0,0,20.4,40.7,2
Sidi Yahya Zaer,Rabat-Salé-Kénitra,33.7105,-6.8831,2026-09-17,26.8,16.5,0.0,0,17.7,35.6,3
Sidi Yahya Zaer,Rabat-Salé-Kénitra,33.7105,-6.8831,2026-09-18,28.1,15.3,0.0,5,15.9,32.0,45
Sidi Yahya Zaer,Rabat-Salé-Kénitra,33.7105,-6.8831,2026-09-19,31.9,16.5,0.0,2,16.4,33.5,1
Sidi Yahya Zaer,Rabat-Salé-Kénitra,33.7105,-6.8831,2026-09-20,36.7,20.7,0.0,3,17.6,35.6,2
Sidi Yahya Zaer,Rabat-Salé-Kénitra,33.7105,-6.8831,2026-09-21,32.7,20.2,0.0,0,17.2,34.9,2
Skhirate,Rabat-Salé-Kénitra,33.85,-7.03,2026-09-15,26.7,21.2,0.0,0,12.5,28.4,45
Skhirate,Rabat-Salé-Kénitra,33.85,-7.03,2026-09-16,25.2,20.4,0.0,0,16.3,34.9,2
Skhirate,Rabat-Salé-Kénitra,33.85,-7.03,2026-09-17,24.8,19.0,0.0,0,12.5,28.4,3
Skhirate,Rabat-Salé-Kénitra,33.85,-7.03,2026-09-18,24.6,17.6,0.0,5,13.4,30.2,3
Skhirate,Rabat-Salé-Kénitra,33.85,-7.03,2026-09-19,26.8,16.8,0.0,3,13.6,29.9,2
Skhirate,Rabat-Salé-Kénitra,33.85,-7.03,2026-09-20,30.1,19.9,0.0,3,10.7,22.3,2
Skhirate,Rabat-Salé-Kénitra,33.85,-7.03,2026-09-21,27.1,21.4,0.0,0,12.8,27.0,3
Souk et Tnine Jorf el Mellah,Rabat-Salé-Kénitra,34.4945,-5.5047,2026-09-15,36.0,22.4,0.0,0,19.9,37.1,0
Souk et Tnine Jorf el Mellah,Rabat-Salé-Kénitra,34.4945,-5.5047,2026-09-16,31.8,19.5,0.0,0,20.5,37.8,2
Souk et Tnine Jorf el Mellah,Rabat-Salé-Kénitra,34.4945,-5.5047,2026-09-17,30.2,19.1,0.0,1,16.5,30.2,3
Souk et Tnine Jorf el Mellah,Rabat-Salé-Kénitra,34.4945,-5.5047,2026-09-18,32.0,17.2,0.0,8,12.2,20.9,45
Souk et Tnine Jorf el Mellah,Rabat-Salé-Kénitra,34.4945,-5.5047,2026-09-19,36.3,18.8,0.0,3,21.1,38.5,3
Souk et Tnine Jorf el Mellah,Rabat-Salé-Kénitra,34.4945,-5.5047,2026-09-20,39.1,24.6,0.0,3,20.4,40.1,1
Souk et Tnine Jorf el Mellah,Rabat-Salé-Kénitra,34.4945,-5.5047,2026-09-21,39.6,26.1,0.0,3,19.0,36.4,1
Souq Sebt Oulad Nemma,Béni Mellal-Khénifra,32.3,-6.7,2026-09-15,39.8,24.6,0.0,3,14.5,28.1,3
Souq Sebt Oulad Nemma,Béni Mellal-Khénifra,32.3,-6.7,2026-09-16,35.8,20.9,0.0,0,16.3,28.4,0
Souq Sebt Oulad Nemma,Béni Mellal-Khénifra,32.3,-6.7,2026-09-17,32.4,18.2,0.0,3,15.4,27.7,3
Souq Sebt Oulad Nemma,Béni Mellal-Khénifra,32.3,-6.7,2026-09-18,33.6,18.7,0.0,13,9.5,18.7,3
Souq Sebt Oulad Nemma,Béni Mellal-Khénifra,32.3,-6.7,2026-09-19,38.2,20.5,0.0,6,9.0,20.9,3
Souq Sebt Oulad Nemma,Béni Mellal-Khénifra,32.3,-6.7,2026-09-20,40.4,24.8,0.3,0,8.9,25.9,3
